"country","year","version","years_since_original","component","revision_cause","revision","cum_revision"
"Estonia",2009,2011-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Estonia",2009,2012-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Estonia",2009,2012-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Estonia",2010,2010-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Estonia",2010,2011-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Estonia",2010,2011-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Estonia",2010,2012-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Estonia",2010,2012-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Estonia",2010,2013-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Estonia",2010,2013-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Estonia",2011,2011-10-01,0,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"Estonia",2011,2012-04-01,1,"debt","due to revision of deficit/surplus or debt",0.1,0.2
"Estonia",2011,2012-10-01,1,"debt","due to revision of deficit/surplus or debt",-0.1,0.1
"Estonia",2011,2013-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Estonia",2011,2013-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.1
"Estonia",2011,2014-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.1
"Estonia",2012,2012-10-01,0,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"Estonia",2012,2013-04-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Estonia",2012,2013-10-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Estonia",2012,2014-04-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Estonia",2013,2013-10-01,0,"debt","due to revision of deficit/surplus or debt",0.2,0.2
"Estonia",2013,2014-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.2
"Estonia",2003,2006-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Estonia",2003,2006-10-01,3,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.2
"Estonia",2004,2006-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Estonia",2004,2006-10-01,2,"deficit","due to revision of deficit/surplus or debt",-0.5,-0.5
"Estonia",2004,2007-04-01,3,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.7
"Estonia",2004,2007-10-01,3,"deficit","due to revision of deficit/surplus or debt",0.1,-0.6
"Estonia",2005,2006-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Estonia",2005,2006-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.4,-0.4
"Estonia",2005,2007-04-01,2,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.6
"Estonia",2005,2007-10-01,2,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.9
"Estonia",2005,2008-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.9
"Estonia",2005,2008-10-01,3,"deficit","due to revision of deficit/surplus or debt",0.1,-0.8
"Estonia",2006,2006-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.2
"Estonia",2006,2007-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.4
"Estonia",2006,2007-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.5,-0.9
"Estonia",2006,2008-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.9
"Estonia",2006,2008-10-01,2,"deficit","due to revision of deficit/surplus or debt",-0.6,-1.5
"Estonia",2006,2009-04-01,3,"deficit","due to revision of deficit/surplus or debt",0.2,-1.3
"Estonia",2006,2009-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-1.3
"Estonia",2007,2007-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.2
"Estonia",2007,2008-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Estonia",2007,2008-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Estonia",2007,2009-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Estonia",2007,2009-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Estonia",2007,2010-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Estonia",2007,2010-10-01,3,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.3
"Estonia",2008,2008-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.2,0.2
"Estonia",2008,2009-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Estonia",2008,2009-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,0.1
"Estonia",2008,2010-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Estonia",2008,2010-10-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,0
"Estonia",2008,2011-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Estonia",2008,2011-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Estonia",2009,2009-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Estonia",2009,2010-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Estonia",2009,2010-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.3
"Estonia",2009,2011-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Estonia",2009,2011-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Estonia",2009,2012-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Estonia",2009,2012-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Estonia",2010,2010-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Estonia",2010,2011-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Estonia",2010,2011-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,0
"Estonia",2010,2012-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Estonia",2010,2012-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Estonia",2010,2013-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Estonia",2010,2013-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Estonia",2011,2011-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Estonia",2011,2012-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Estonia",2011,2012-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Estonia",2011,2013-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Estonia",2011,2013-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Estonia",2011,2014-04-01,3,"deficit","due to revision of deficit/surplus or debt",0.1,0.2
"Estonia",2012,2012-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Estonia",2012,2013-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Estonia",2012,2013-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Estonia",2012,2014-04-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Estonia",2013,2013-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.3
"Estonia",2013,2014-04-01,1,"deficit","due to revision of deficit/surplus or debt",0.3,0
"Finland",2003,2006-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2003,2006-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2004,2006-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2004,2006-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2004,2007-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2004,2007-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2005,2006-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2005,2006-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2005,2007-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2005,2007-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2005,2008-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2005,2008-10-01,3,"debt","due to revision of deficit/surplus or debt",0.4,0.4
"Finland",2006,2006-10-01,0,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"Finland",2006,2007-04-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Finland",2006,2007-10-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Finland",2006,2008-04-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Finland",2006,2008-10-01,2,"debt","due to revision of deficit/surplus or debt",0.1,0
"Finland",2006,2009-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2006,2009-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2007,2007-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2007,2008-04-01,1,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"Finland",2007,2008-10-01,1,"debt","due to revision of deficit/surplus or debt",0.1,0
"Finland",2007,2009-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2007,2009-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2007,2010-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2007,2010-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2008,2008-10-01,0,"debt","due to revision of deficit/surplus or debt",0.5,0.5
"Finland",2008,2009-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.5
"Finland",2008,2009-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.5
"Finland",2008,2010-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.5
"Finland",2008,2010-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.5
"Finland",2008,2011-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.5
"Finland",2008,2011-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.5
"Finland",2009,2009-10-01,0,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"Finland",2009,2010-04-01,1,"debt","due to revision of deficit/surplus or debt",-0.1,-0.2
"Finland",2009,2010-10-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Finland",2009,2011-04-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Finland",2009,2011-10-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Finland",2009,2012-04-01,3,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Finland",2009,2012-10-01,3,"debt","due to revision of deficit/surplus or debt",0,-0.2
"Finland",2010,2010-10-01,0,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"Finland",2010,2011-04-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Finland",2010,2011-10-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Finland",2010,2012-04-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Finland",2010,2012-10-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Finland",2010,2013-04-01,3,"debt","due to revision of deficit/surplus or debt",0.1,0
"Finland",2010,2013-10-01,3,"debt","due to revision of deficit/surplus or debt",0.5,0.5
"Finland",2011,2011-10-01,0,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"Finland",2011,2012-04-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Finland",2011,2012-10-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.1
"Finland",2011,2013-04-01,2,"debt","due to revision of deficit/surplus or debt",0.1,0
"Finland",2011,2013-10-01,2,"debt","due to revision of deficit/surplus or debt",1.2,1.2
"Finland",2011,2014-04-01,3,"debt","due to revision of deficit/surplus or debt",0,1.2
"Finland",2012,2012-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2012,2013-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"Finland",2012,2013-10-01,1,"debt","due to revision of deficit/surplus or debt",1.2,1.2
"Finland",2012,2014-04-01,2,"debt","due to revision of deficit/surplus or debt",0.1,1.3
"Finland",2013,2013-10-01,0,"debt","due to revision of deficit/surplus or debt",1.2,1.2
"Finland",2013,2014-04-01,1,"debt","due to revision of deficit/surplus or debt",0,1.2
"Finland",2003,2006-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Finland",2003,2006-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Finland",2004,2006-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Finland",2004,2006-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Finland",2004,2007-04-01,3,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Finland",2004,2007-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Finland",2005,2006-04-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Finland",2005,2006-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Finland",2005,2007-04-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,0.2
"Finland",2005,2007-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Finland",2005,2008-04-01,3,"deficit","due to revision of deficit/surplus or debt",-0.1,0.1
"Finland",2005,2008-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Finland",2006,2006-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Finland",2006,2007-04-01,1,"deficit","due to revision of deficit/surplus or debt",0.3,0.2
"Finland",2006,2007-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.2
"Finland",2006,2008-04-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,0.1
"Finland",2006,2008-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Finland",2006,2009-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Finland",2006,2009-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Finland",2007,2007-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"Finland",2007,2008-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Finland",2007,2008-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Finland",2007,2009-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Finland",2007,2009-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Finland",2007,2010-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Finland",2007,2010-10-01,3,"deficit","due to revision of deficit/surplus or debt",0.1,0
"Finland",2008,2008-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.2,0.2
"Finland",2008,2009-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.1
"Finland",2008,2009-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Finland",2008,2010-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Finland",2008,2010-10-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,0
"Finland",2008,2011-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Finland",2008,2011-10-01,3,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Finland",2009,2009-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.3
"Finland",2009,2010-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.4
"Finland",2009,2010-10-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,-0.3
"Finland",2009,2011-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Finland",2009,2011-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Finland",2009,2012-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Finland",2009,2012-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.3
"Finland",2010,2010-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Finland",2010,2011-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"Finland",2010,2011-10-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,0
"Finland",2010,2012-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Finland",2010,2012-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"Finland",2010,2013-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"Finland",2010,2013-10-01,3,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.2
"Finland",2011,2011-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"Finland",2011,2012-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.2,-0.3
"Finland",2011,2012-10-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,-0.2
"Finland",2011,2013-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Finland",2011,2013-10-01,2,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.5
"Finland",2011,2014-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.5
"Finland",2012,2012-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"Finland",2012,2013-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.1
"Finland",2012,2013-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.3,-0.2
"Finland",2012,2014-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.2
"Finland",2013,2013-10-01,0,"deficit","due to revision of deficit/surplus or debt",-0.4,-0.4
"Finland",2013,2014-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.5
"France",2003,2006-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"France",2003,2006-10-01,3,"debt","due to revision of deficit/surplus or debt",0.6,0.6
"France",2004,2006-04-01,2,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"France",2004,2006-10-01,2,"debt","due to revision of deficit/surplus or debt",0.5,0.4
"France",2004,2007-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.4
"France",2004,2007-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.4
"France",2005,2006-04-01,1,"debt","due to revision of deficit/surplus or debt",-0.1,-0.1
"France",2005,2006-10-01,1,"debt","due to revision of deficit/surplus or debt",0.5,0.4
"France",2005,2007-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.4
"France",2005,2007-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.4
"France",2005,2008-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.4
"France",2005,2008-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.4
"France",2006,2006-10-01,0,"debt","due to revision of deficit/surplus or debt",0.5,0.5
"France",2006,2007-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0.5
"France",2006,2007-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.5
"France",2006,2008-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.5
"France",2006,2008-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.5
"France",2006,2009-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.5
"France",2006,2009-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.5
"France",2007,2007-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"France",2007,2008-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"France",2007,2008-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"France",2007,2009-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"France",2007,2009-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0
"France",2007,2010-04-01,3,"debt","due to revision of deficit/surplus or debt",0.1,0.1
"France",2007,2010-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.1
"France",2008,2008-10-01,0,"debt","due to revision of deficit/surplus or debt",-0.7,-0.7
"France",2008,2009-04-01,1,"debt","due to revision of deficit/surplus or debt",0.1,-0.6
"France",2008,2009-10-01,1,"debt","due to revision of deficit/surplus or debt",0,-0.6
"France",2008,2010-04-01,2,"debt","due to revision of deficit/surplus or debt",0.2,-0.4
"France",2008,2010-10-01,2,"debt","due to revision of deficit/surplus or debt",0,-0.4
"France",2008,2011-04-01,3,"debt","due to revision of deficit/surplus or debt",0,-0.4
"France",2008,2011-10-01,3,"debt","due to revision of deficit/surplus or debt",0,-0.4
"France",2009,2009-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"France",2009,2010-04-01,1,"debt","due to revision of deficit/surplus or debt",0.2,0.2
"France",2009,2010-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.2
"France",2009,2011-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.2
"France",2009,2011-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.2
"France",2009,2012-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0.2
"France",2009,2012-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0.2
"France",2010,2010-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"France",2010,2011-04-01,1,"debt","due to revision of deficit/surplus or debt",0.2,0.2
"France",2010,2011-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0.2
"France",2010,2012-04-01,2,"debt","due to revision of deficit/surplus or debt",0,0.2
"France",2010,2012-10-01,2,"debt","due to revision of deficit/surplus or debt",0,0.2
"France",2010,2013-04-01,3,"debt","due to revision of deficit/surplus or debt",0.4,0.6
"France",2010,2013-10-01,3,"debt","due to revision of deficit/surplus or debt",1.3,1.9
"France",2011,2011-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"France",2011,2012-04-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"France",2011,2012-10-01,1,"debt","due to revision of deficit/surplus or debt",0,0
"France",2011,2013-04-01,2,"debt","due to revision of deficit/surplus or debt",0.4,0.4
"France",2011,2013-10-01,2,"debt","due to revision of deficit/surplus or debt",1.2,1.6
"France",2011,2014-04-01,3,"debt","due to revision of deficit/surplus or debt",0.2,1.8
"France",2012,2012-10-01,0,"debt","due to revision of deficit/surplus or debt",0,0
"France",2012,2013-04-01,1,"debt","due to revision of deficit/surplus or debt",0.4,0.4
"France",2012,2013-10-01,1,"debt","due to revision of deficit/surplus or debt",1.2,1.6
"France",2012,2014-04-01,2,"debt","due to revision of deficit/surplus or debt",0.2,1.8
"France",2013,2013-10-01,0,"debt","due to revision of deficit/surplus or debt",1.1,1.1
"France",2013,2014-04-01,1,"debt","due to revision of deficit/surplus or debt",0.2,1.3
"France",2003,2006-04-01,3,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"France",2003,2006-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"France",2004,2006-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"France",2004,2006-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"France",2004,2007-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"France",2004,2007-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0
"France",2005,2006-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"France",2005,2006-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"France",2005,2007-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"France",2005,2007-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"France",2005,2008-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"France",2005,2008-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"France",2006,2006-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"France",2006,2007-04-01,1,"deficit","due to revision of deficit/surplus or debt",0.2,0.2
"France",2006,2007-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.2
"France",2006,2008-04-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,0.3
"France",2006,2008-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.3
"France",2006,2009-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.3
"France",2006,2009-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.3
"France",2007,2007-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"France",2007,2008-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"France",2007,2008-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"France",2007,2009-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"France",2007,2009-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"France",2007,2010-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"France",2007,2010-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"France",2008,2008-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"France",2008,2009-04-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"France",2008,2009-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.1
"France",2008,2010-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.1
"France",2008,2010-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.1
"France",2008,2011-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"France",2008,2011-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"France",2009,2009-10-01,0,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"France",2009,2010-04-01,1,"deficit","due to revision of deficit/surplus or debt",0.1,0.2
"France",2009,2010-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0.2
"France",2009,2011-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"France",2009,2011-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0.2
"France",2009,2012-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.2
"France",2009,2012-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.2
"France",2010,2010-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"France",2010,2011-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"France",2010,2011-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"France",2010,2012-04-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"France",2010,2012-10-01,2,"deficit","due to revision of deficit/surplus or debt",0,0
"France",2010,2013-04-01,3,"deficit","due to revision of deficit/surplus or debt",0.1,0.1
"France",2010,2013-10-01,3,"deficit","due to revision of deficit/surplus or debt",0,0.1
"France",2011,2011-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"France",2011,2012-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"France",2011,2012-10-01,1,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"France",2011,2013-04-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,0
"France",2011,2013-10-01,2,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"France",2011,2014-04-01,3,"deficit","due to revision of deficit/surplus or debt",0,-0.1
"France",2012,2012-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"France",2012,2013-04-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.1
"France",2012,2013-10-01,1,"deficit","due to revision of deficit/surplus or debt",-0.1,-0.2
"France",2012,2014-04-01,2,"deficit","due to revision of deficit/surplus or debt",0.1,-0.1
"France",2013,2013-10-01,0,"deficit","due to revision of deficit/surplus or debt",0,0
"France",2013,2014-04-01,1,"deficit","due to revision of deficit/surplus or debt",0,0
"Germany",2003,2006-04-01,3,"debt","due to revision of deficit/surplus or debt",0,0
"Germany",2003,2006-10-01,3,"debt","due to revision of deficit/surplus or debt",0,0
